# ts(s),tx, ty, tz, qx, qy, qz, qw 
6.220278,5.80144808,-14.71346041,4.0,0.0001542958319103333,0.0,0.0,0.999999988096398
6.323895,5.68834221,-14.713420410000001,4.00347613,8.763833160226625e-05,0.0002908752209280042,-0.002562673235425985,0.9999966702029647
6.427659,5.57080487,-14.713368410000001,4.001760760000001,-0.001818995335279933,0.0017519169576110131,-9.755641304036826e-05,0.999996806257745
6.531383,5.44867949,-14.71330363,3.99916609,0.002452019252376834,-0.0017493443881794412,-0.0011229387575445336,0.9999948331888241
6.634992,5.32180616,-14.71322525,4.00198435,0.0010379157483264526,-0.0002857976524679687,-0.004585332219438672,0.9999889078280011
6.738741,5.1900189899999996,-14.713132450000002,4.0,0.0003734306380775283,0.0,0.0,0.9999999302747768
6.84235,5.05314962,-14.713024350000001,3.9980156499999997,0.0030284317593127674,-0.0022100194982507277,0.0025006987556632733,0.999989845408757
6.945963,4.91101981,-14.712900059999999,4.00083391,0.0015841698059876155,-0.0007130446568314858,-0.0009377521234918345,0.9999980512952504
7.049705,4.76345379,-14.71275866,3.99847095,-0.0010281454102237513,0.0008177078771578924,0.0021488001108250967,0.9999968284594339
7.153323,4.61026133,-14.71259915,3.9978889900000003,-0.0044464701664621116,0.0028187351091653857,0.004627791509606619,0.9999754332888319
7.256934,4.45125123,-14.712420569999999,4.0,0.0005817705667498788,0.0,0.0,0.9999998307714895
7.360549,4.28622995,-14.71222185,4.00258716,0.0023037592091326134,-0.004041488534224284,-0.0013253906995879619,0.999988301133282
7.464167,4.154419470000001,-14.712053780000002,4.00200011,-0.0011082141065517973,-0.002047508811758855,0.0011410547992034609,0.9999966387759036
7.567786,4.02353006,-14.711879,3.9976523200000003,0.0030456690875273807,0.0008423422514818973,-0.0022481736372623067,0.9999924800090435
7.671396,3.88856079,-14.711690840000001,3.99536516,0.002625271712530097,-0.003089397826412002,-0.0052440256594974985,0.9999780316408897
7.775144,3.74939589,-14.711488710000001,4.0,0.0007407176668123556,0.0,0.0,0.9999997256686314
7.878754,3.6059226100000004,-14.71127198,3.9989210500000003,0.0026455297054719293,0.007662113326368846,0.004424823793737243,0.9999573561539242
7.982493,3.4580168099999997,-14.71104004,3.99669492,0.0021378572447288426,0.003683330017649156,0.0014364699764929172,0.9999898995491848
8.086111,3.3055635999999997,-14.710792249999999,4.00457951,0.0004064260079123746,-0.002472617673213999,-0.0016317814086761425,0.9999955291245938
8.189849,3.1484386200000003,-14.71052792,4.008587110000001,0.004376664213594389,-0.0005014825184093324,-0.005598449384600754,0.9999746250231217
8.29347,2.9865073300000002,-14.710246380000001,4.0,0.0008832848396401998,0.0,0.0,0.9999996099038699
8.397102,2.81964907,-14.709946930000001,3.99712668,-0.005932832617681167,-0.00027912686839800534,0.004351358038082791,0.9999728942669128
8.500847,2.6477241400000002,-14.70962884,4.00107326,-0.0019244726272689998,0.0016517470277709798,0.0003944499845153493,0.999996706267612
8.604438,2.470598,-14.70929137,3.9986950300000004,0.0025143944578383914,-0.0027645608993707967,0.0006062737905445086,0.9999928337021396
8.708175,2.2881324100000002,-14.708933750000002,4.0015082,8.278528447773416e-05,-0.006247340674069782,0.0016062079711675454,0.9999791917720348
8.811795,2.1001811200000002,-14.70855521,4.0,0.0010204327500239695,0.0,0.0,0.9999994793583658
8.915403,1.9066004300000001,-14.70815492,3.99325416,0.0006794482131217454,0.0066648343641122244,-0.0032641893328454992,0.9999722313149622
9.019162,1.7286306200000001,-14.70777795,3.99612327,-0.0017192935701572454,0.003170329747298894,-0.002262861839400317,0.9999909362065281
9.12289,1.57102601,-14.70743718,4.00399259,0.004070321575692549,-0.0026779267758577363,0.0022465362469219485,0.9999856070290936
9.226512,1.4094269499999998,-14.707081220000001,4.0074284,0.002636562358013908,-0.0036931032663745354,0.003259142327375216,0.9999843936374638
9.330247,1.24374449,-14.70670958,4.0,0.0011315577991128226,0.0,0.0,0.9999993597882687
9.433986,1.07388642,-14.706321760000002,3.9949523399999998,0.003359218754307361,-0.0021247265654183523,-0.002445016828911689,0.9999891114802646
9.537749,0.89976511,-14.705917240000002,3.99836273,0.0018902373897355987,-0.0030836151996856535,-0.0014411429688609076,0.9999924206847041
9.641587,0.72127928,-14.70549549,4.0000152700000005,-2.4356105871732017e-05,0.0035919795631786373,0.0011319720011612208,0.9999929078393439
9.745342,0.5383378900000001,-14.70505598,3.99549182,-0.003966273998530365,0.005113603660832049,0.0006306439093832134,0.9999788607847808
9.849229,0.35084142,-14.704598160000002,4.0,0.0012306051650397077,0.0,0.0,0.9999992428051773
9.953059,0.15868961,-14.70412147,4.006888930000001,0.0030986930301259725,-0.004285648177900802,0.001828880819767469,0.999984343135505
10.05693,-0.038219180000000005,-14.703625340000002,4.00234005,-0.0008029651246319113,-0.00276861585110531,0.0013364596477786273,0.9999949519317023
10.16083,-0.23998815,-14.703109179999998,3.9978916700000005,0.00395967686499745,0.0022715453870164803,-0.00183068629358532,0.9999879047410394
10.26466,-0.44672618999999997,-14.70257238,3.99447619,0.0030187830255990035,0.0013163757711576313,-0.004816485616117098,0.9999829776402113
10.36867,-0.6585398600000001,-14.702014329999999,4.0,0.0013267465482525366,0.0,0.0,0.999999119871411
10.47264,-0.87553325,-14.70143442,4.00314306,0.003367681506387936,-6.883198972088154e-05,0.003989184006145826,0.9999863701043098
10.57663,-1.09782421,-14.700832,3.99975301,0.002387551453114524,-0.0010333405424666506,0.001015104526311446,0.9999961006764889
10.68062,-1.3255274000000001,-14.700206430000001,4.000594560000001,0.0012687360642856273,0.001637409885882892,0.00019753623815975394,0.9999978350862063
10.78461,-1.52312077,-14.699649970000001,3.9989046200000002,0.004803433925220174,0.0036139391530083426,0.003175676323113273,0.9999768905060833
10.88875,-1.7084310400000002,-14.69909396,4.0,0.0015460818486349524,0.0,0.0,0.9999988048147445
10.99272,-1.8982429500000002,-14.698489890000001,4.00395228,-0.0017021808829749156,-0.00404494706125763,-0.0002428393693908414,0.9999903409596284
11.09659,-2.09261188,-14.69783733,4.00223183,0.0018302922733229134,-0.0020536833971656694,0.0026781508111242895,0.9999926299343067
11.20057,-2.2915794600000003,-14.697135699999999,3.9976523200000003,0.0007760625884554378,0.001040566652358133,-0.003691964288150216,0.9999923421444766
11.30431,-2.49519522,-14.696384530000001,3.99536516,-0.00012734320241554673,-0.001912642692917851,-0.005706423450142627,0.9999818809923736
11.40818,-2.7035033,-14.69558343,4.0,0.001961059417226218,0.0,0.0,0.9999980771211323
11.51192,-2.91655173,-14.69473185,3.9998733499999997,0.0015785664668574054,0.0043998444613390815,0.0032204990698300163,0.9999838888113983
11.61553,-3.13438268,-14.69382948,3.9976370400000003,0.0006663463095165581,0.0014279706432165154,0.0012273993261224332,0.9999980051846765
11.71927,-3.35704253,-14.692875879999999,4.0030581000000005,0.00412474339715742,-0.0015249105519234704,-0.0012327473417404029,0.9999895706824686
11.82277,-3.58456672,-14.691870750000001,4.004222009999999,0.005706549757046476,-0.004982206484515935,-0.003242006999314313,0.9999660505732344
11.92638,-3.81701455,-14.690813680000002,4.0,0.0023052811940725967,0.0,0.0,0.9999973428357779
12.03,-4.05440919,-14.689704460000002,3.99530184,-0.002325781443667505,0.00209553806482458,0.0015466649409646412,0.9999939036256449
12.13361,-4.29679298,-14.68854284,3.99647084,-0.0007546750797126885,-0.0013478745954396756,-0.0004167524965925479,0.9999987200076587
12.2371,-4.54421256,-14.68732849,4.00271816,0.005260875739338291,0.001845658730049883,0.0014383436728362948,0.9999834238115081
12.3406,-4.79670286,-14.686061259999999,3.9999202400000002,0.004853111195286764,0.0008649160318024506,0.004409144391882647,0.9999781290996896
12.44411,-5.05429224,-14.68474105,4.0,0.0025884251100698774,0.0,0.0,0.9999966500221136
12.54767,-5.31702453,-14.68336764,4.002460500000001,0.001150335685163665,0.004101629565405165,-0.0014914715413487524,0.9999898143858071
12.65107,-5.57430684,-14.68199799,3.99963716,0.0007347731285419901,0.0030787061208523417,0.0014510043417156743,0.9999939381133625
12.75469,-5.796775770000001,-14.680795100000001,4.00175313,0.005288822757731624,-0.0021553055916649112,-0.0027742885310871423,0.9999798429642419
12.85806,-6.02304803,-14.67955485,4.00573022,0.007806291329459223,0.0013096493037133758,-0.006237081242197401,0.9999492214367482
12.96167,-6.25313338,-14.67827726,4.0,0.0027937187196165375,0.0,0.0,0.9999960975602433
13.0652,-6.4870754,-14.67696212,3.99855512,0.0031350652863722205,-0.005438343853702693,0.007060849047537723,0.9999553691002949
13.16877,-6.7248826799999994,-14.67560941,4.00248645,0.005636251664493767,-0.0019610971591838885,0.003573960326590368,0.9999758064936825
13.27235,-6.96657975,-14.67421909,3.99635498,-0.0011114185875500593,0.0020382165048474727,-0.0034861339965704765,0.9999912286075117
13.37588,-7.21219707,-14.67279108,3.99461928,-0.004610465299949853,0.005981864634768635,-0.006509841788258083,0.9999502901970183
13.4795,-7.46174631,-14.6713254,4.0,0.0029510420492215414,0.0,0.0,0.9999956456659318
13.58311,-7.7152445300000005,-14.66982207,4.005856870000001,0.005899670484351232,-0.008090592480854739,0.00020197604301265017,0.9999498464458921
13.68672,-7.972725420000001,-14.668281,4.00411608,0.002491095971373145,-0.0040908453834873435,-0.002692053693498524,0.9999849060219965
13.79034,-8.23419935,-14.666702410000001,3.99530463,0.005083255355489753,0.004084826454699057,0.002500486843437794,0.9999756108392702
13.89395,-8.49968489,-14.66508628,3.9907303300000003,0.00905544863226934,0.00810194984559838,-0.0013675672351175022,0.9999252407148372
13.99767,-8.76919729,-14.66343275,4.0,0.003079183540350247,0.0,0.0,0.9999952593031253
14.1013,-9.04275506,-14.66174187,4.00926967,0.0003702337116339934,-0.006014630486208968,0.0072556694652476765,0.9999555202146363
14.20492,-9.32037661,-14.66001387,4.00469537,0.004362505481265959,-0.0020563911237421093,0.0032660480024665223,0.999983036222074
14.30854,-9.60206564,-14.65824886,3.9958839200000003,0.0003773237954796625,0.0011329996251053147,-0.002263720916541283,0.9999967247477437
14.41227,-9.88784592,-14.656447069999999,3.99414313,-0.00308615376213669,0.000646891379841527,-0.001303894871560182,0.9999941785053866
14.51589,-10.177739950000001,-14.65460856,4.0,0.0031797750991641115,0.0,0.0,0.9999949445023804
14.61968,-10.47173534,-14.65273381,4.00157153,0.007781523994666301,-0.002313311920960192,3.726539512179813e-05,0.9999670469988334
14.72326,-10.7461879,-14.65097504,3.9998765100000004,0.00432714481929735,-0.00278078073670214,0.0010189567119037691,0.9999862523072137
14.82686,-11.00926078,-14.649281860000002,3.99966007,0.002707512426180277,0.002478396687871389,-0.0019340402366769707,0.9999913931703026
14.93048,-11.275684940000001,-14.64756036,3.99569823,0.0022227338284646686,0.0005380872459210402,-0.005414868161811716,0.9999827244103937
15.0341,-11.54549372,-14.645810590000002,4.0,0.0032483225514686686,0.0,0.0,0.9999947241863837
15.13784,-11.81868182,-14.64403274,4.00287332,0.0005288472846093139,-0.0005277407966733667,0.0033381708507927814,0.9999941491956701
15.24145,-12.09525372,-14.642227160000001,3.99892674,8.205164232853471e-05,-0.0024732679936350387,-0.00011471293796587078,0.9999969315222429
15.34508,-12.375225539999999,-14.64039399,4.00107326,0.006669716539324582,0.003682846784040314,0.0005434166819213585,0.999970827684068
15.44881,-12.658593530000001,-14.63853356,3.99712668,0.007199052424124549,0.0076804041462617415,-0.0009005186708080055,0.9999441854936046
15.55255,-12.9453794,-14.63664598,4.0,0.0032945997089395152,0.0,0.0,0.9999945727916516
15.65617,-13.23557513,-14.63473176,4.008587110000001,0.00476134492107247,-0.00727250894395559,0.0029986922222281125,0.9999577231329126
15.7599,-13.52918981,-14.632791050000002,4.00457951,0.005256910814768602,-0.0032834540041285247,0.0015191567912539213,0.9999796377832562
15.86364,-13.82622723,-14.6308243,3.99553635,0.0004444378335344741,0.003174893797674739,-0.0015349873419522881,0.9999936831491717
15.96739,-14.12668152,-14.6288318,3.99209545,-0.0035448714703398263,0.006651815078994568,-0.0030569236181393184,0.9999669206830827
16.07102,-14.43056937,-14.62681392,4.0,0.003321948868652302,0.0,0.0,0.9999944823126345
16.17474,-14.7378811,-14.6247711,4.0074284,0.010167075788654438,-0.004586179624073323,7.823243407367318e-05,0.9999377937682171
16.27845,-15.04862044,-14.62270374,4.00399259,0.00619303292736526,-0.0011104656540685052,-0.00134786273355871,0.9999792980233356
16.38209,-15.362788530000001,-14.620612320000001,3.99658669,0.0010731919791232014,0.0006109852883871279,0.002150297575935451,0.9999969255834181
16.48571,-15.68038061,-14.618497190000001,3.9959843999999998,6.884728326114279e-05,0.0016065083260813032,0.0046403828746207,0.9999879405461983
16.58933,-16.001405339999998,-14.61635886,4.0,0.003330265316535266,0.0,0.0,0.9999944546510853
16.69309,-16.325839730000002,-14.614197919999999,4.00163486,0.00659941549224541,0.0008839928120395389,0.00035185261018732557,0.9999777709887404
16.79668,-16.630611650000002,-14.612168500000001,4.00105799,0.005591232824143426,0.0018376160042272588,0.002793315088827553,0.9999787791117077
16.90043,-16.932415820000003,-14.610159770000001,3.99963716,0.0016807805411982498,-0.0019500617976331324,-0.0024830194774486227,0.999993603404558
17.00419,-17.237213099999998,-14.60813242,4.002460500000001,0.0036272608108117534,-0.001487264536924472,0.0014356318603055613,0.9999912849542085
17.1079,-17.54498589,-14.60608698,4.0,0.0033213205535877937,0.0,0.0,0.9999944843996792
17.21165,-17.8557289,-14.60402391,3.9970633500000003,-0.0011646180397515192,0.0027191623422509552,-0.008092306934924763,0.9999628815058332
17.31539,-18.16945153,-14.601943630000001,3.99989178,0.000840323730177594,0.0031910106045662003,-0.004094729318308884,0.9999861721539751
17.41915,-18.48613296,-14.59984669,4.00045579,0.004851586255799572,-0.0024924359627339753,0.0025687470310598037,0.9999818255410768
17.52287,-18.80578102,-14.59773352,4.00498433,0.0024006546196570083,0.0014430476870689185,-0.0008419118313628512,0.999995722818472
17.62648,-19.1283807,-14.595604719999999,4.0,0.0032961879499349128,0.0,0.0,0.9999945675577436
17.73022,-19.45392516,-14.59346084,3.99834871,0.006667101292824325,-0.002726521442244623,0.005813453418284086,0.9999571588825841
17.83384,-19.782417040000002,-14.59130228,4.0028416600000005,0.004200953637161348,0.0012366787731033833,0.002357022111159133,0.9999876334539933
17.93746,-20.11383406,-14.589129889999999,3.99681077,0.0030668032685024814,-0.0023555657001527023,-0.0010449231080606153,0.9999919770496376
18.0412,-20.44817072,-14.58694406,3.99960361,0.00403260788297622,-0.003872192205617267,0.00189615500373092,0.999982574246865
18.14482,-20.78543049,-14.584745439999999,4.0,0.0032546144301628145,0.0,0.0,0.9999947037284302
18.24855,-21.12557779,-14.58253479,3.99515875,0.004952548568269169,0.0038760136650537614,-0.0023080957458979784,0.9999775604856216
18.35217,-21.46861355,-14.5803127,3.99800752,0.0059098979365012,0.0023549701473392186,0.0006405753321399268,0.9999795582336819
18.45593,-21.814541530000003,-14.578079729999999,4.00199248,-5.664823647272436e-05,-0.0024597738729768078,-0.0014351797381043638,0.9999959432730667
18.55957,-22.16333201,-14.57583671,4.00484125,-0.002071171306335182,-0.004465296728612715,-0.0024285312518854576,0.9999849366918003
18.66326,-22.514966410000003,-14.5735844,4.0,0.0031960240319328266,0.0,0.0,0.9999948927021514
18.76688,-22.86347198,-14.57136137,3.9946826,0.007233331669662281,0.0015218610102368077,0.004111007529416961,0.9999642305948325
18.87049,-23.200654540000002,-14.5692198,3.99753646,0.005215977098355546,-0.00043390849716440697,0.0030773278457357427,0.9999815675099494
18.97411,-23.54041226,-14.5670714,4.00165254,0.002114144874114954,0.001130276823986922,-0.002268553109219041,0.999994553251438
19.07772,-23.882768900000002,-14.56491658,4.00053948,0.0050529201506355525,0.0026145791609070517,0.0006784627786838672,0.9999835856962954
19.18141,-24.2276829,-14.562756300000002,4.0,0.0031237590350523363,0.0,0.0,0.9999951210528434
19.28502,-24.57513971,-14.56059115,4.00279357,-0.0037954071517272807,0.001525216194345345,-0.003164151737841293,0.9999866282825451
19.38868,-24.92514952,-14.55842175,4.00164491,-0.000805089342046367,0.0029851706199592485,-0.000197860212649457,0.9999952007079121
19.49224,-25.27766016,-14.556249130000001,3.9995136600000003,0.0057565440281348215,-0.002677914737173653,-0.0007297308190968761,0.9999795790247139
19.5958,-25.632682329999998,-14.55407379,4.00403203,0.0028040962566839305,0.0002559059687938843,-0.002201746245820018,0.99999361191449
19.69941,-25.99017598,-14.551896690000001,4.0,0.0030353148946214562,0.0,0.0,0.999995393421135
19.80291,-26.35013688,-14.549718559999999,3.9973964100000003,0.009090934092150412,-0.005637267121251948,-0.0015884477585492726,0.9999415247755512
19.90652,-26.71254057,-14.54754021,4.00189953,0.006076022044151265,-0.0026439190488883046,-0.0030014172002832433,0.9999735412214523
20.01002,-27.07737761,-14.545362540000001,3.9965943299999998,-0.00019114265018891252,0.002359456404736783,0.0037933741381323337,0.9999900033213379
20.1135,-27.4446072,-14.543186350000001,3.9937303100000006,-0.003686287974572931,0.0038878074114537036,0.006287903049611455,0.9999658786727368
20.21714,-27.814226939999998,-14.541012530000001,4.0,0.0029291818948237723,0.0,0.0,0.9999957099375112
20.32061,-28.186198920000002,-14.53884204,4.00484125,0.006658287125985565,0.0015431701307346759,-0.0008903837905669614,0.99997624624548
20.4241,-28.56051402,-14.536675720000002,4.00199248,0.0031826647477420436,0.0029803847640227877,0.0015593158265584557,0.9999892781854788
20.52747,-28.937151359999998,-14.5345145,3.9995136600000003,0.003170314292398475,-0.003082365489915673,-0.0012563442659029988,0.9999894348088681
20.63096,-29.31606825,-14.53235944,4.00403203,0.002644863005087389,-0.0021400301372794424,0.002681907840288014,0.9999906161264874
20.73444,-29.69206201,-14.530240550000002,4.0,0.002804530991974723,0.0,0.0,0.9999960672952244
20.83796,-30.06469537,-14.52816027,3.99549182,5.215706979241271e-05,-0.0007756026016635563,-0.003518639973295029,0.9999935074254146
20.94151,-30.43946989,-14.52608829,4.0000152700000005,-0.0004367148267135582,0.00020905765299310283,0.0004243902287342654,0.9999997927339743
21.04502,-30.81634987,-14.52402559,3.99917373,0.0067184966864436485,-9.88948373354307e-05,-0.0013349459882634018,0.9999765346953366
21.14837,-31.19531148,-14.52197317,3.99973026,0.010184329878857045,0.0013901110090717103,-0.0018281349370829426,0.9999455009844052
21.2519,-31.57633573,-14.51993196,4.0,0.0026635874551316344,0.0,0.0,0.9999964526446425
21.35544,-31.959383250000002,-14.517903060000002,4.00074589,0.00011199411360820733,-0.0034495172086736157,0.003919325044709451,0.9999863634967926
21.459,-32.344426250000005,-14.51588751,4.00129734,0.0035314429619569087,-0.001959537809953429,0.0033828275607758044,0.9999861227036462
21.56272,-32.73144595,-14.51388631,3.99812338,0.0011225970959848341,0.0017483263083182213,-0.002578860108781015,0.999994516290674
21.66636,-33.12038328,-14.511900690000001,3.9958413100000003,0.00206706198799479,0.002255969642184879,0.0008500348973718241,0.9999949576354795
21.7701,-33.51126782,-14.50993143,4.0,0.0025018396063442526,0.0,0.0,0.9999968703943949
21.87395,-33.90400485,-14.50797998,4.003206390000001,0.002100225799230818,0.00190447769626771,-0.003334466506890444,0.999990421628833
21.97771,-34.2985896,-14.50604735,4.000934490000001,0.0030511103735426626,0.002365021304102043,0.00012164807927592183,0.9999925412729158
22.08144,-34.69500113,-14.50413462,4.00022408,0.0016747739877149372,-0.0017570328022023449,-0.001027307792221587,0.9999965262972278
22.18531,-35.09317403,-14.50224315,4.00361921,0.002117411500354876,0.0016806959108584894,-0.002018766342248253,0.999994308189926
22.28917,-35.49308671,-14.500374030000001,4.0,0.0023174024733497315,0.0,0.0,0.9999973148192831
22.39317,-35.89471813,-14.498528470000002,3.9992376800000002,0.002109573846994678,-0.0070744607932564825,-0.0017321326157338137,0.9999712502963624
22.49716,-36.29802159,-14.49670773,4.002602309999999,0.002556321713051859,-0.0035785672245464604,-0.0026843165523959558,0.9999867266721921
22.60129,-36.702566940000004,-14.4949148,3.99589155,0.002396862306918233,0.002365629095903341,0.0026810061773699678,0.999990735485054
22.70551,-37.10846766,-14.49315021,3.9918890399999998,0.005310361144251815,-7.862653340768056e-05,0.0017169399873454723,0.9999844228784095
22.80964,-37.51592678,-14.49141421,4.0,0.002108242728257998,0.0,0.0,0.9999977776538299
22.91366,-37.924886,-14.48970817,4.00239718,-0.002330566615096867,0.0054760187509437916,0.002009481283385942,0.9999802716368275
